timestamp,temperature,turbidity,light,status_temperature,status_turbidity,status_overall,actuator_cooler,actuator_filter,actuator_light
2026-04-27T17:33:55Z,21.5,2.62,1.0,normal,normal,normal,off,off,on
2026-04-27T17:33:56Z,20.7,3.78,0.0,normal,normal,normal,off,off,on
2026-04-27T17:33:57Z,21.3,2.69,1.0,normal,normal,normal,off,off,on
2026-04-27T17:33:58Z,22.6,2.96,0.0,normal,normal,normal,off,off,on
2026-04-27T17:33:59Z,20.9,2.03,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:00Z,21.3,2.9,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:01Z,20.7,3.99,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:02Z,20.7,3.92,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:02Z,22.0,2.82,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:03Z,21.9,3.89,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:03Z,21.7,3.87,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:04Z,23.7,2.57,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:04Z,20.2,3.43,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:05Z,20.6,2.29,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:05Z,23.6,3.8,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:06Z,21.1,2.09,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:06Z,23.9,2.54,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:07Z,24.0,2.46,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:07Z,23.3,2.75,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:08Z,20.3,2.35,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:08Z,21.1,2.17,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:09Z,21.4,3.31,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:09Z,23.6,2.42,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:10Z,21.0,3.17,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:11Z,21.0,3.88,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:11Z,22.1,3.89,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:12Z,23.4,3.81,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:12Z,23.7,3.29,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:13Z,20.5,2.72,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:13Z,23.3,2.43,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:14Z,22.2,3.71,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:14Z,22.2,2.72,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:15Z,22.4,3.87,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:15Z,21.1,3.91,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:16Z,22.0,2.27,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:16Z,22.9,3.26,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:17Z,22.4,3.05,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:17Z,23.6,2.26,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:18Z,23.5,2.77,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:18Z,23.0,2.83,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:19Z,23.1,2.27,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:19Z,22.0,3.14,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:20Z,23.8,3.17,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:21Z,21.6,2.17,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:22Z,21.6,2.33,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:23Z,23.7,3.95,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:24Z,23.8,3.02,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:25Z,23.2,2.03,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:26Z,23.1,2.05,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:27Z,23.9,3.87,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:28Z,20.6,2.91,1.0,normal,normal,normal,off,off,off
2026-04-27T17:34:28Z,20.9,3.15,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:29Z,23.0,2.57,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:29Z,22.0,3.16,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:30Z,20.9,3.88,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:30Z,20.1,2.81,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:31Z,20.1,3.33,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:31Z,20.6,2.22,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:32Z,21.4,3.12,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:32Z,23.6,3.78,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:33Z,23.7,3.61,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:33Z,20.9,3.34,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:34Z,20.4,2.29,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:34Z,23.1,2.5,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:35Z,21.0,2.15,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:35Z,23.4,2.43,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:36Z,22.6,3.03,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:36Z,21.2,2.66,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:37Z,22.6,2.7,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:37Z,23.1,3.54,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:38Z,23.6,3.22,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:38Z,20.8,2.18,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:39Z,20.4,3.47,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:39Z,20.1,2.92,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:40Z,21.1,2.12,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:40Z,22.4,2.31,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:41Z,21.9,3.2,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:41Z,20.3,3.28,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:42Z,20.8,2.95,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:42Z,20.1,2.75,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:43Z,23.2,2.57,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:43Z,22.6,2.25,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:44Z,22.5,2.9,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:44Z,20.6,3.78,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:45Z,20.4,2.55,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:45Z,20.7,3.89,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:46Z,21.7,2.99,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:46Z,23.9,3.65,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:47Z,23.7,2.88,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:47Z,22.0,3.66,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:48Z,21.4,2.55,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:49Z,23.9,3.92,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:50Z,21.9,2.75,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:50Z,22.5,2.97,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:51Z,20.1,3.2,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:51Z,22.4,3.28,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:52Z,21.2,3.81,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:52Z,20.1,2.77,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:53Z,21.0,3.43,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:53Z,23.8,3.34,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:54Z,22.1,2.45,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:55Z,23.9,3.05,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:55Z,23.8,2.95,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:56Z,21.4,3.16,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:56Z,22.5,3.94,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:57Z,23.9,3.46,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:57Z,22.6,2.91,1.0,normal,normal,normal,off,off,on
2026-04-27T17:34:58Z,22.5,2.99,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:59Z,22.3,3.07,0.0,normal,normal,normal,off,off,on
2026-04-27T17:34:59Z,20.5,2.2,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:00Z,21.9,2.38,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:00Z,21.5,2.01,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:01Z,23.3,2.69,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:02Z,23.8,3.87,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:03Z,23.3,3.52,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:04Z,22.6,3.0,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:04Z,21.3,3.91,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:05Z,22.6,3.05,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:05Z,20.3,3.09,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:06Z,23.0,3.69,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:06Z,20.5,2.85,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:07Z,20.9,2.49,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:07Z,21.5,2.32,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:08Z,23.0,2.47,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:09Z,20.4,3.91,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:10Z,22.3,2.04,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:10Z,20.7,3.58,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:11Z,23.5,2.95,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:11Z,24.0,3.1,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:12Z,20.6,3.44,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:13Z,22.2,2.93,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:14Z,20.7,3.65,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:14Z,20.4,3.14,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:15Z,23.0,3.5,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:15Z,21.3,2.5,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:16Z,23.7,3.1,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:16Z,22.0,2.23,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:17Z,22.4,2.12,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:18Z,21.9,2.6,0.0,normal,normal,normal,off,off,on

2026-04-27T17:35:19Z,23.2,3.12,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:20Z,21.3,3.28,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:21Z,20.9,2.89,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:21Z,23.1,2.33,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:22Z,22.7,3.53,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:22Z,22.7,2.85,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:23Z,21.4,2.16,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:23Z,22.4,2.41,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:24Z,21.0,2.35,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:25Z,20.8,3.16,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:25Z,22.9,3.99,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:26Z,22.3,3.42,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:27Z,21.3,3.58,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:28Z,22.4,2.14,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:28Z,23.5,2.42,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:29Z,23.1,2.43,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:30Z,23.0,3.51,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:30Z,20.2,3.78,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:31Z,20.7,3.36,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:31Z,23.7,3.92,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:32Z,21.4,3.53,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:33Z,23.3,3.01,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:33Z,20.4,3.2,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:34Z,21.4,3.31,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:34Z,20.3,3.02,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:35Z,21.8,2.88,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:35Z,21.8,3.18,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:36Z,20.7,3.55,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:36Z,21.4,2.67,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:37Z,20.1,2.52,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:38Z,22.6,2.31,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:39Z,22.1,2.04,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:40Z,21.1,3.05,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:40Z,23.8,3.67,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:41Z,23.6,2.09,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:42Z,22.0,2.39,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:42Z,20.4,3.11,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:43Z,21.6,2.67,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:44Z,23.8,3.15,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:44Z,23.1,2.92,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:45Z,21.5,2.21,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:45Z,20.9,2.67,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:46Z,23.4,3.49,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:46Z,20.2,2.24,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:47Z,20.9,2.05,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:48Z,23.4,3.95,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:48Z,20.3,3.32,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:49Z,23.6,2.15,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:49Z,20.1,2.32,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:50Z,20.1,2.99,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:51Z,20.2,2.39,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:52Z,21.9,3.66,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:52Z,22.3,3.83,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:53Z,22.4,2.16,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:54Z,22.8,2.87,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:55Z,21.8,2.53,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:55Z,20.2,2.12,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:56Z,20.4,2.27,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:56Z,22.9,2.86,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:57Z,20.8,3.53,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:57Z,23.3,2.71,1.0,normal,normal,normal,off,off,on
2026-04-27T17:35:58Z,23.0,3.3,0.0,normal,normal,normal,off,off,on
2026-04-27T17:35:59Z,22.2,3.0,0.0,normal,normal,normal,off,off,on

2026-04-27T17:36:00Z,20.6,2.55,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:01Z,20.9,2.89,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:02Z,20.9,2.1,0.0,normal,normal,normal,off,off,on

2026-04-27T17:36:03Z,20.2,3.71,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:04Z,23.6,2.3,1.0,normal,normal,normal,off,off,on

2026-04-27T17:36:05Z,22.8,3.75,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:05Z,22.1,3.83,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:06Z,23.9,3.06,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:06Z,23.4,2.97,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:07Z,23.9,3.1,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:07Z,21.6,2.49,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:08Z,22.8,2.48,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:08Z,23.1,2.71,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:09Z,23.7,2.77,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:09Z,20.5,3.41,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:10Z,22.6,2.07,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:10Z,24.0,3.48,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:11Z,22.1,3.96,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:12Z,23.4,2.43,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:13Z,23.5,3.86,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:13Z,22.8,2.74,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:14Z,20.4,3.87,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:15Z,23.3,2.39,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:15Z,22.8,2.68,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:16Z,21.2,3.92,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:17Z,20.6,2.58,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:17Z,23.6,3.41,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:18Z,23.6,3.64,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:19Z,21.2,2.06,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:20Z,21.1,2.84,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:20Z,21.2,2.48,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:21Z,20.1,3.42,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:21Z,21.6,2.11,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:22Z,23.2,3.19,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:23Z,20.7,2.75,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:23Z,21.1,2.61,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:24Z,20.1,3.77,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:24Z,20.6,2.25,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:25Z,23.1,2.58,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:26Z,21.2,2.61,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:27Z,22.5,2.43,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:28Z,22.9,3.9,0.0,normal,normal,normal,off,off,on

2026-04-27T17:36:29Z,22.4,2.23,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:30Z,23.3,3.68,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:31Z,21.3,2.61,1.0,normal,normal,normal,off,off,off
2026-04-27T17:36:31Z,24.0,2.23,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:32Z,21.9,3.69,0.0,normal,normal,normal,off,off,on

2026-04-27T17:36:33Z,21.1,2.22,1.0,normal,normal,normal,off,off,off
2026-04-27T17:36:33Z,22.6,2.37,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:34Z,20.9,2.77,0.0,normal,normal,normal,off,off,off
2026-04-27T17:36:34Z,20.4,2.67,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:35Z,23.3,2.55,1.0,normal,normal,normal,off,off,off
2026-04-27T17:36:36Z,22.2,3.0,1.0,normal,normal,normal,off,off,off
2026-04-27T17:36:37Z,21.9,3.53,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:37Z,20.4,3.42,0.0,normal,normal,normal,off,off,off
2026-04-27T17:36:38Z,22.6,2.7,0.0,normal,normal,normal,off,off,on

2026-04-27T17:36:39Z,21.7,2.87,1.0,normal,normal,normal,off,off,on

2026-04-27T17:36:40Z,22.6,3.51,1.0,normal,normal,normal,off,off,on

2026-04-27T17:36:41Z,23.9,3.31,1.0,normal,normal,normal,off,off,off
2026-04-27T17:36:41Z,21.7,2.55,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:41Z,20.9,2.77,1.0,normal,normal,normal,off,off,off
2026-04-27T17:36:42Z,22.3,3.91,1.0,normal,normal,normal,off,off,off
2026-04-27T17:36:42Z,21.7,2.55,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:42Z,23.6,3.4,0.0,normal,normal,normal,off,off,off
2026-04-27T17:36:43Z,20.1,2.67,1.0,normal,normal,normal,off,off,off
2026-04-27T17:36:43Z,20.7,2.37,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:43Z,22.3,2.89,0.0,normal,normal,normal,off,off,off
2026-04-27T17:36:44Z,22.4,2.71,0.0,normal,normal,normal,off,off,off
2026-04-27T17:36:44Z,23.6,3.12,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:44Z,20.9,2.28,1.0,normal,normal,normal,off,off,off
2026-04-27T17:36:45Z,21.8,2.42,0.0,normal,normal,normal,off,off,off
2026-04-27T17:36:45Z,20.9,3.71,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:45Z,22.5,3.72,1.0,normal,normal,normal,off,off,off
2026-04-27T17:36:46Z,21.1,2.25,0.0,normal,normal,normal,off,off,off
2026-04-27T17:36:46Z,20.2,3.3,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:46Z,20.2,2.9,0.0,normal,normal,normal,off,off,off
2026-04-27T17:36:47Z,22.9,2.21,0.0,normal,normal,normal,off,off,off
2026-04-27T17:36:47Z,23.8,3.58,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:47Z,22.3,2.04,0.0,normal,normal,normal,off,off,off
2026-04-27T17:36:48Z,21.5,3.71,1.0,normal,normal,normal,off,off,off
2026-04-27T17:36:48Z,20.8,2.69,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:48Z,21.7,2.39,1.0,normal,normal,normal,off,off,off
2026-04-27T17:36:49Z,21.5,3.05,0.0,normal,normal,normal,off,off,off
2026-04-27T17:36:49Z,21.4,2.33,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:49Z,23.6,3.95,1.0,normal,normal,normal,off,off,off
2026-04-27T17:36:50Z,22.1,3.8,0.0,normal,normal,normal,off,off,off
2026-04-27T17:36:50Z,20.8,2.4,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:50Z,23.7,2.3,0.0,normal,normal,normal,off,off,off
2026-04-27T17:36:51Z,21.6,2.02,0.0,normal,normal,normal,off,off,off
2026-04-27T17:36:51Z,23.8,3.43,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:51Z,22.7,2.74,1.0,normal,normal,normal,off,off,off
2026-04-27T17:36:52Z,23.2,2.85,0.0,normal,normal,normal,off,off,off
2026-04-27T17:36:52Z,21.7,2.49,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:52Z,20.7,2.98,0.0,normal,normal,normal,off,off,off
2026-04-27T17:36:53Z,20.3,2.86,1.0,normal,normal,normal,off,off,off
2026-04-27T17:36:53Z,21.6,3.04,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:53Z,22.1,3.09,1.0,normal,normal,normal,off,off,off
2026-04-27T17:36:54Z,20.0,3.25,1.0,normal,normal,normal,off,off,off
2026-04-27T17:36:54Z,22.2,2.24,0.0,normal,normal,normal,off,off,on
2026-04-27T17:36:54Z,20.5,2.2,0.0,normal,normal,normal,off,off,off
2026-04-27T17:36:55Z,23.7,2.05,0.0,normal,normal,normal,off,off,off
2026-04-27T17:36:55Z,20.6,2.23,1.0,normal,normal,normal,off,off,on
2026-04-27T17:36:55Z,20.5,3.33,1.0,normal,normal,normal,off,off,off
2026-04-27T17:36:56Z,21.0,2.41,1.0,normal,normal,normal,off,off,off
